0.0426366600 0.0530502650 0.0832652270 0.0937043760 0.0801705940 0.0647990560 0.0330574030 -0.0272792230 -0.1107124000 -0.2204720800 -0.3414418200 -0.4281112700 -0.4538866200 -0.4384017300 -0.4047409600 -0.3649308100 -0.3213442700 -0.2784771900 -0.2301213900 -0.1937055900 -0.1684680900 -0.1462438200 -0.1274174300 -0.1196668900 -0.1083004900 -0.0694045750 -0.0125144460 0.0286678720 0.0576490430 0.0817574260 0.1017951800 0.1184987100 0.1212367500 0.1140109900 0.1138163400 0.1394797500 0.1863212500 0.2300707300 0.2241209500 0.1739386600 0.1241277000 0.1021701800 0.1163117600 0.1523692600 0.1894933600 0.2193826600 0.2414738800 0.2451074800 0.2415516000 0.2536050800 0.2909314700 0.3272062900 0.3256620300 0.2859355500 0.2353101900 0.1827490400 0.1092131400 -0.0004557300 -0.1045405400
0.2830915300 0.3823949400 0.4561853300 0.4804829000 0.4615373500 0.4016940900 0.3077654200 0.1985338300 0.1129544600 0.0793487090 0.0849524890 0.0992227470 0.1164049900 0.1089066300 0.0790015930 0.0454912540 0.0208771960 0.0282654510 0.0451371130 0.0525255060 0.0641928570 0.0831424520 0.0804825010 0.0693437110 0.0746981200 0.1195353300 0.1943349400 0.2558109200 0.2795493800 0.2581934000 0.2069646100 0.1412574900 0.0860640510 0.0461091750 0.0335481260 0.0539669760 0.0893760220 0.1244313000 0.1281424200 0.1081843900 0.0793476410 0.0351171990 -0.0232273180 -0.0620062130 -0.0860382430 -0.1106126200 -0.1304132000 -0.1540173800 -0.1789770500 -0.1855072600 -0.1680528100 -0.1351405800 -0.0973566200 -0.0477385350 0.0056580305 0.0435700560 0.0650650660 0.0764493290 0.0851162030
-0.5248453700 -0.4733021800 -0.3935461700 -0.2857827700 -0.1762117000 -0.1051459800 -0.0712363060 -0.0472146770 -0.0301295380 -0.0318343160 -0.0325490190 -0.0255613330 0.0032204987 0.0124251460 -0.0320449840 -0.1232041800 -0.2486647400 -0.3856841300 -0.4912422200 -0.5433032100 -0.5567241700 -0.5627131000 -0.5596635800 -0.5201726700 -0.4536483200 -0.3973354300 -0.3440137400 -0.2978182800 -0.2828311400 -0.3068494400 -0.3517939300 -0.3840157000 -0.3949387700 -0.4034513500 -0.4008019200 -0.3798172300 -0.3487387800 -0.3058219500 -0.2396274400 -0.1485388600 -0.0701456370 -0.0385784950 -0.0446173130 -0.0702952520 -0.0953093940 -0.0822833180 -0.0550345140 -0.0372624630 -0.0382536490 -0.0614445530 -0.0827009270 -0.0792484080 -0.0508468600 -0.0127810240 0.0310501590 0.0560739090 0.0268596930 -0.0413143060 -0.1058256000
-0.6511886500 -0.6725249300 -0.6639292700 -0.6285188800 -0.6037847600 -0.6166331400 -0.6614024700 -0.7009829900 -0.7217777700 -0.7365446600 -0.7345593800 -0.7141044700 -0.6731552300 -0.6142699700 -0.5593138400 -0.5362542900 -0.5469558600 -0.5793978500 -0.6159427800 -0.6455738100 -0.6642709300 -0.6777195300 -0.6824665100 -0.6582325800 -0.6085851200 -0.5454497200 -0.4626632200 -0.3957881600 -0.3727720600 -0.3894481500 -0.4258406800 -0.4790619600 -0.5416693200 -0.6020721500 -0.6639722100 -0.7212457600 -0.7674928700 -0.8068387300 -0.8221669800 -0.7958413700 -0.7317150400 -0.6606866000 -0.5940724900 -0.5286262900 -0.4682291800 -0.4214134200 -0.3878735500 -0.3741600600 -0.3726689900 -0.3776017500 -0.3716898600 -0.3541871600 -0.3413636000 -0.3479327400 -0.3721436600 -0.4032124900 -0.4306481900 -0.4432444200 -0.4558946600
-0.6472727600 -0.6351292900 -0.6041635700 -0.5908343100 -0.5799070700 -0.5500952600 -0.4951418200 -0.4352184800 -0.4181804700 -0.4581513800 -0.5356808100 -0.6029069500 -0.6254163300 -0.6097060700 -0.5785106200 -0.5623957900 -0.5612435100 -0.5695362000 -0.5518303100 -0.4867938600 -0.3819488700 -0.2893471900 -0.2510414100 -0.2429142700 -0.2607819200 -0.2856984500 -0.2973060100 -0.2943175600 -0.2774679900 -0.2390596200 -0.1919964100 -0.1193868300 -0.0297207750 0.0452886720 0.0822804900 0.0679437130 0.0222383770 -0.0457207290 -0.1421382900 -0.2444927800 -0.3166072100 -0.3449814300 -0.3459940000 -0.3214087500 -0.2690213100 -0.2018918400 -0.1259699400 -0.0673777830 -0.0571283420 -0.0870971830 -0.1291709800 -0.1902856900 -0.2601619800 -0.3074336200 -0.3300707500 -0.3072143800 -0.2565307300 -0.2197107100 -0.1924704800
-0.9108812000 -0.8974476800 -0.8609236500 -0.8020180000 -0.7321243100 -0.6645383000 -0.5822379400 -0.4909181400 -0.4095202000 -0.3471318300 -0.3029638100 -0.2873943000 -0.2965800400 -0.3254184500 -0.3783282400 -0.4250014500 -0.4520810500 -0.4723296300 -0.4976457600 -0.5316631400 -0.5716009900 -0.6006418400 -0.5925141500 -0.5549905700 -0.5183257800 -0.4890547300 -0.4599620300 -0.4228102100 -0.3834532900 -0.3491085000 -0.3227686300 -0.2940427500 -0.2772532200 -0.2913625200 -0.3369880100 -0.3848343500 -0.4327026900 -0.4765909600 -0.5081539600 -0.5413269100 -0.5683180100 -0.5798818300 -0.5736257900 -0.5667978600 -0.5766845800 -0.6041552400 -0.6289307900 -0.6515661600 -0.6614908600 -0.6465529800 -0.6055670200 -0.5408714100 -0.4663318500 -0.3819746600 -0.2998050700 -0.2392693400 -0.2028112500 -0.1921104600 -0.2053164800
-0.5221693400 -0.5748852900 -0.5700614200 -0.4958480200 -0.3755645600 -0.2399330100 -0.1282895800 -0.0646939650 -0.0385469580 -0.0453186170 -0.0766503940 -0.1229021200 -0.1638758300 -0.1788296600 -0.1886830700 -0.1638381700 -0.0926476760 -0.0337292720 -0.0135402870 -0.0112742780 0.0023395921 0.0476833170 0.1188953800 0.1846102800 0.2360565600 0.2826690500 0.2875393100 0.2260064500 0.1378010500 0.0421829600 -0.0448173730 -0.1365687400 -0.2480487600 -0.3614473100 -0.4301810100 -0.4498584500 -0.4304587200 -0.3882017600 -0.3464342200 -0.3027292400 -0.2356705000 -0.1548882500 -0.0725896870 0.0181907280 0.1001941300 0.1735683000 0.2512861900 0.3042889300 0.2927877800 0.2249892300 0.1499760900 0.0760242590 -0.0114814870 -0.1366167100 -0.2727189100 -0.3937070600 -0.5177350900 -0.6384741900 -0.7299468000
0.2651177600 0.2400090000 0.2466671400 0.2745263800 0.2947648800 0.2963262700 0.2855061400 0.2647735900 0.2343189400 0.1978259100 0.1592630300 0.1279030900 0.0939258800 0.0549416100 0.0039778167 -0.0455537110 -0.0799333740 -0.0935040770 -0.0921799140 -0.0741996860 -0.0440878540 -0.0002643058 0.0384081170 0.0605226830 0.0635891430 0.0646558440 0.0810301040 0.0899704480 0.0841635410 0.0805718250 0.0767048460 0.0871700450 0.1077895600 0.1315594900 0.1656369300 0.2230929000 0.2864423800 0.3486711200 0.4066550700 0.4478877200 0.4539275900 0.4237221900 0.3673951800 0.2991754200 0.2483209100 0.2317903900 0.2467815500 0.2738575600 0.2957812200 0.2948787700 0.2889273900 0.2769080700 0.2585122800 0.2227712600 0.1714287800 0.1110599700 0.0584962920 0.0200560430 -0.0049774936
0.7891436400 0.7311822900 0.6635955500 0.6102372700 0.5522768200 0.4910467100 0.4325265500 0.3747729800 0.3499919700 0.3435158500 0.3395796500 0.3393153300 0.3539497800 0.3382858600 0.3119701800 0.3142662000 0.3183324400 0.3235843700 0.3432861300 0.3503575900 0.3101202500 0.2255107800 0.1277011900 0.0557347150 0.0275427190 0.0519293060 0.1476737100 0.2754585300 0.3888767600 0.4726784200 0.5206302600 0.5226912900 0.5146187000 0.4811868100 0.4091668600 0.3280077200 0.2636250600 0.2414068100 0.2658121400 0.3210865100 0.3572810800 0.3706898400 0.3579742800 0.3048090400 0.1971948500 0.0748932160 -0.0181215710 -0.0444810950 0.0163623070 0.1567907900 0.3439027800 0.5468922200 0.7269958500 0.8492874900 0.9087968400 0.8967741000 0.8000728800 0.6587417400 0.4955106900
-0.6899535800 -0.6256377600 -0.5860368300 -0.5763442600 -0.5878905600 -0.6032554800 -0.6234486800 -0.6432833900 -0.6447753300 -0.6260287200 -0.6165951500 -0.6239132400 -0.6346986600 -0.6452370300 -0.6513778600 -0.6331604000 -0.5620332500 -0.4775743800 -0.4148251600 -0.3617408900 -0.2999993900 -0.2294138100 -0.1551864000 -0.1047821800 -0.0866229180 -0.0921398660 -0.1426016600 -0.2332550300 -0.3232224000 -0.3741829600 -0.3798340100 -0.3514153500 -0.2965669000 -0.2136578700 -0.1248186900 -0.0497197430 -0.0039367538 0.0031632495 -0.0275623510 -0.0860478780 -0.1679186800 -0.2449286700 -0.2886949800 -0.2933168300 -0.2905870200 -0.3159706700 -0.3755204800 -0.4246194800 -0.4271756100 -0.3926313600 -0.3411310900 -0.2748657100 -0.2074250800 -0.1510043900 -0.1048905100 -0.0528007950 0.0181408080 0.0934024370 0.1392407300
