-0.1743931900 -0.2449011100 -0.3271843000 -0.4062578900 -0.4773631500 -0.5266782800 -0.5622503700 -0.6088174200 -0.6770791500 -0.7595100300 -0.8441782500 -0.9265791900 -0.9836219200 -1.0000000000 -0.9678427300 -0.8741952200 -0.7241438300 -0.5418893900 -0.3487864000 -0.1541258300 0.0309984800 0.2048928000 0.3853682800 0.5607671300 0.7151534100 0.8231368200 0.8705256300 0.8761495700 0.8651335300 0.8598792700 0.8527024400 0.8049939100 0.7103978200 0.5763444400 0.4283816100 0.2930801100 0.1881918600 0.1122017800 0.0796672630 0.0825294690 0.1110090800 0.1550023300 0.1954518000 0.2181544700 0.2251284200 0.2243463200 0.2056819100 0.1808885600 0.1592934400 0.1404461200 0.1259001800 0.1216065600 0.1571433800 0.2211976500 0.2864761800 0.3442777100 0.3839386600 0.4004955600 0.3808411700
0.1398016100 0.0931235400 0.0316409570 -0.0276179740 -0.0638677890 -0.0977540120 -0.1708533300 -0.2914648200 -0.4215047200 -0.5235288800 -0.5953886900 -0.6439964800 -0.6505507900 -0.5993125400 -0.5089936900 -0.3921441800 -0.2446094600 -0.0818241500 0.1063754300 0.3266111800 0.5437055200 0.7361094700 0.8799442100 0.9609056000 0.9987833200 1.0000000000 0.9395201200 0.8186379600 0.6866150200 0.5837579000 0.5054544800 0.4293265600 0.3721792600 0.3389334400 0.3239668500 0.3369812600 0.3688496900 0.3868459800 0.3854516000 0.3776631000 0.3818499200 0.4112902400 0.4528736400 0.4848222700 0.5091475000 0.5251642900 0.5276391400 0.5316012400 0.5518380300 0.6055972300 0.6535802700 0.6618598000 0.6462424900 0.6198782000 0.5870980400 0.5573398900 0.5227314600 0.4763765800 0.4193353600
0.6605214800 0.7191215600 0.7993243900 0.8727611900 0.9081004100 0.9013444900 0.8556881100 0.8030940800 0.7299992200 0.6077183500 0.4489520500 0.3032062500 0.1984002300 0.1523889800 0.1636073700 0.2151237300 0.3068134400 0.4325275100 0.5733017900 0.6982584300 0.7838417400 0.8290575700 0.8542932000 0.8988103000 0.9391528300 0.9606123300 0.9638428100 0.9556060600 0.9453775800 0.9467696700 0.9668891100 0.9891610100 0.9995766200 1.0000000000 0.9887836400 0.9500556600 0.8714707000 0.7688255200 0.7088037600 0.6778622000 0.6213762900 0.5548807200 0.5021360700 0.4688595300 0.4411499200 0.4016723200 0.3574776300 0.3302404800 0.3343498100 0.3459693200 0.3416667100 0.3146560800 0.2759701500 0.2490961600 0.2481134600 0.2543248100 0.2547084000 0.2482937700 0.2398453600
0.3167954700 0.2867924500 0.2633473600 0.2462677400 0.2340670200 0.2107055700 0.1575116800 0.0912296560 0.0325914360 0.0142654950 0.0486266220 0.0908470620 0.0773129360 -0.0017239212 -0.1095215500 -0.2177264800 -0.2921372800 -0.2901062700 -0.2163808500 -0.1168549100 -0.0044769751 0.1255481400 0.2748622900 0.4186338800 0.5357971600 0.6237943500 0.6627857900 0.6757957300 0.6826570500 0.6946900000 0.7250284800 0.7453043800 0.7456174200 0.7303365800 0.6919982200 0.6570653300 0.6597222300 0.6835965600 0.7126983300 0.7596577000 0.8120958000 0.8280188800 0.8212562400 0.8044192200 0.7659017400 0.7181146000 0.6622894300 0.5998963700 0.5390381000 0.4927561900 0.4671893700 0.4550395800 0.4491816400 0.4415366000 0.4519216000 0.4685083800 0.4601343300 0.4291778100 0.3880596000
-0.3466603700 -0.3725788900 -0.4498330400 -0.5786741100 -0.6979793800 -0.7465807200 -0.7536674200 -0.7939927500 -0.8587086600 -0.9128178200 -0.9244092000 -0.8957815500 -0.8680677100 -0.8481140600 -0.8175868400 -0.7611014200 -0.6688950300 -0.5170203100 -0.3129253500 -0.1076492600 0.0943418600 0.2888015800 0.4569188600 0.5982426100 0.7250310300 0.8328658100 0.9011299000 0.9418936400 0.9683067600 0.9934402500 1.0000000000 0.9744473000 0.9391209800 0.8834655900 0.8130104600 0.7621162300 0.7472518000 0.7486818100 0.7316508400 0.6630519300 0.5646275000 0.4839043000 0.4338083200 0.4114902200 0.3847375600 0.3156382500 0.2378321200 0.1932342600 0.1720864000 0.1899749400 0.2561977800 0.3366128000 0.4076158200 0.4341216500 0.4136667300 0.3747480700 0.3650542700 0.3864523600 0.4227028400
-0.2072952800 -0.1794584700 -0.1369715100 -0.0880441030 -0.0623866270 -0.0512558940 -0.0469394090 -0.0556985000 -0.0845116870 -0.1180599800 -0.1491074500 -0.1936333500 -0.2778441500 -0.3857842300 -0.4813275000 -0.5479210800 -0.5782662800 -0.5745030200 -0.5384049600 -0.4482815700 -0.3070495200 -0.1196155300 0.0965672140 0.3173124100 0.5190245000 0.6704291900 0.7542452900 0.7868790800 0.7750224700 0.7320209300 0.7044342300 0.6927828600 0.6711705300 0.6287903100 0.5736631500 0.5189331800 0.4554909300 0.3865400600 0.3436159400 0.3697875600 0.4591495600 0.5738794700 0.6925887900 0.8100775600 0.8971067000 0.9496286700 0.9811041500 0.9791653600 0.9083061200 0.7831929600 0.6423182000 0.5307743700 0.4647987700 0.4525996100 0.4857854900 0.5544610000 0.6408778800 0.7209823000 0.7662514100
0.3033777800 0.4348326500 0.4908408500 0.5037382500 0.5022810900 0.4931489200 0.4767190500 0.4145367200 0.3070045400 0.1695916200 0.0086852133 -0.1354480200 -0.2426176500 -0.3093807300 -0.3190621600 -0.2721277700 -0.1949588600 -0.0990315440 0.0542329880 0.2745667100 0.5119308000 0.7283589000 0.8921393800 0.9681913500 0.9577543500 0.9275089100 0.9370932300 0.9637313500 0.9798007200 0.9856467100 1.0000000000 0.9974387500 0.9716722100 0.9309992600 0.8817637700 0.8402030400 0.8002633000 0.7498797700 0.7069974300 0.6717315900 0.6351400200 0.6054967700 0.5808456500 0.5779667800 0.6176037000 0.6877937200 0.7368737900 0.7250765600 0.6397099500 0.5234095100 0.4401546400 0.3854845500 0.3530172200 0.3153496200 0.2767992900 0.2561137400 0.2495514600 0.2611357400 0.2700238200
-0.1105741200 -0.0870099190 -0.0563291960 -0.0088333762 0.0618885020 0.1232534200 0.1437258600 0.1264894000 0.0717653460 -0.0505886220 -0.2471219500 -0.4864589000 -0.7236364200 -0.9080509500 -0.9944687900 -1.0000000000 -0.9382655500 -0.8123446800 -0.6381619100 -0.4255302300 -0.2132461100 -0.0338387230 0.1124594300 0.2452866300 0.3804438100 0.5139868300 0.6278133500 0.7179744300 0.7703840700 0.7728310200 0.7243205600 0.6604258700 0.6136635600 0.5850146600 0.5802174000 0.5715395600 0.5491202000 0.5166083300 0.4786881700 0.4292245600 0.3831961900 0.3805835300 0.4005563200 0.4079230500 0.3935335600 0.3530824100 0.2862154500 0.2226353600 0.1762253100 0.1426410700 0.1318710000 0.1302327700 0.1305428900 0.1558920800 0.1850948000 0.2084693700 0.2347663200 0.2651191500 0.2657012200
0.0773610260 -0.0092758522 -0.0745051810 -0.1440387000 -0.2248266100 -0.2810162900 -0.2987182900 -0.2915470100 -0.2609065400 -0.2466854600 -0.2532959300 -0.2555464600 -0.2285624200 -0.1954069900 -0.2093550300 -0.2881266300 -0.3932304700 -0.4692691800 -0.4934180200 -0.4734215300 -0.4334268200 -0.3756771700 -0.3249006100 -0.2994588000 -0.2578208400 -0.1933559700 -0.0805308360 0.0738010020 0.2042993500 0.3005602000 0.3956427300 0.4939326500 0.5382559500 0.5034994900 0.3866686800 0.2463881100 0.1458481200 0.0999827840 0.0991584280 0.1188469600 0.1178201000 0.0668067010 0.0151555750 -0.0013878928 0.0058712988 0.0125373680 0.0219563850 0.0392209570 0.0927824080 0.2142973500 0.3545902800 0.4491768100 0.4958433600 0.4799669300 0.4154943500 0.3309906700 0.2314395600 0.1586737100 0.1273161800
0.1985069000 0.2036887600 0.2240781100 0.2532436000 0.2825827100 0.2926988100 0.2708812000 0.2272913800 0.1782325900 0.1106930300 0.0355868170 -0.0476083360 -0.1419152800 -0.2314451800 -0.2879837200 -0.2724531500 -0.1960861800 -0.1011534400 -0.0074531484 0.0649723010 0.1223142900 0.1858619900 0.2598619900 0.3353458900 0.3976520600 0.4361740600 0.4579408500 0.4729805200 0.4686170200 0.4616440300 0.4667192900 0.4654624100 0.4577769000 0.4528097200 0.4384393600 0.4247618900 0.4343500400 0.4677444000 0.5101585700 0.5696799600 0.6363200500 0.6913262000 0.7326281200 0.7694613000 0.7967387300 0.7916920700 0.7315407400 0.6311681300 0.5088152400 0.3776948000 0.2494441300 0.1362458300 0.0659050720 0.0511938330 0.0558678280 0.0685226190 0.0874815060 0.1073796700 0.1251880700
